Disease	DiseaseId
Premature labour	6192
Premature menopause	6193
Premature rupture of membranes	6194
Premature separation of placenta	6195
Premedication	6196
Premenstrual dysphoric disorder	6197
Premenstrual syndrome	6198
Preoperative care	6199
Prerenal failure	6200
Presbyacusis	6201
Presbyopia	6202
Presenile dementia	6203
Presyncope	6204
Preterm premature rupture of membranes	6205
Prevention of premature ovulation	6206
Previous caesarean section	6207
Primary adrenal insufficiency	6208
Primary amyloidosis	6209
Primary biliary cholangitis	6210
Primary breast lymphoma	6211
Primary cerebellar degeneration	6212
Primary ciliary dyskinesia	6213
Primary effusion lymphoma	6214
Primary familial brain calcification	6215
Primary gastrointestinal follicular lymphoma	6216
Primary hyperaldosteronism	6217
Primary hyperthyroidism	6218
Primary hypogonadism	6219
Primary hypoparathyroidism	6220
Primary hypothyroidism	6221
Primary immunodeficiency syndrome	6222
Primary mediastinal large B-cell lymphoma	6223
Primary mediastinal large B-cell lymphoma recurrent	6224
Primary mediastinal large B-cell lymphoma stage II	6225
Primary mediastinal large B-cell lymphoma stage III	6226
Primary myelofibrosis	6227
Primary progressive multiple sclerosis	6228
Primigravida	6229
Primiparous	6230
Primitive neuroectodermal tumour	6231
Prinzmetal angina	6232
Procedural anxiety	6233
Procedural hypotension	6234
Procedural nausea	6235
Procedural pain	6236
Procedural vomiting	6237
Procollagen type I C-terminal propeptide	6238
Proctalgia	6239
Proctectomy	6240
Proctitis	6241
Proctitis ulcerative	6242
Proctocolectomy	6243
Product administration error	6244
Product dispensing error	6245
Product dose omission issue	6246
Product quality issue	6247
Product residue present	6248
Product solubility abnormal	6249
Product used for unknown indication	6250
Productive cough	6251
Progeria	6252
Progesterone receptor assay positive	6253
Progestin replacement therapy	6254
Prognathism	6255
Progressive cerebellar degeneration	6256
Progressive external ophthalmoplegia	6257
Progressive familial intrahepatic cholestasis	6258
Progressive multifocal leukoencephalopathy	6259
Progressive multiple sclerosis	6260
Progressive supranuclear palsy	6261
Prolactin-producing pituitary tumour	6262
Prolapse	6263
Prolonged labour	6264
Prolonged pregnancy	6265
Prolymphocytic leukaemia	6266
Prophylactic chemotherapy	6267
Prophylaxis	6268
Prophylaxis against HIV infection	6269
Prophylaxis against gastrointestinal ulcer	6270
Prophylaxis against graft versus host disease	6271
Prophylaxis against transplant rejection	6272
Prophylaxis of abortion	6273
Prophylaxis of nausea and vomiting	6274
Prophylaxis urinary tract infection	6275
Propionibacterium infection	6276
Prostate cancer	6277
Prostate cancer metastatic	6278
Prostate cancer recurrent	6279
Prostate cancer stage I	6280
Prostate cancer stage II	6281
Prostate cancer stage III	6282
Prostate cancer stage IV	6283
Prostate induration	6284
Prostate infection	6285
Prostatectomy	6286
Prostatic abscess	6287
Prostatic calcification	6288
Prostatic disorder	6289
Prostatic haemorrhage	6290
Prostatic operation	6291
Prostatic specific antigen abnormal	6292
Prostatic specific antigen increased	6293
Prostatism	6294
Prostatitis	6295
Prostatomegaly	6296
Prosthesis user	6297
Prosthetic cardiac valve thrombosis	6298
Prosthetic vessel implantation	6299
Protein C decreased	6300
Protein C deficiency	6301
Protein S abnormal	6302
Protein S decreased	6303
Protein S deficiency	6304
Protein total	6305
Protein total decreased	6306
Protein total increased	6307
Protein urine	6308
Protein urine present	6309
Protein-losing gastroenteropathy	6310
Proteinuria	6311
Prothrombin time	6312
Prothrombin time prolonged	6313
Prothrombin time ratio increased	6314
Prothrombin time shortened	6315
Prurigo	6316
Pruritus	6317
Pruritus allergic	6318
Pruritus genital	6319
Pseudarthrosis	6320
Pseudo-Bartter syndrome	6321
Pseudo-blepharoptosis	6322
Pseudoaldosteronism	6323
Pseudobulbar palsy	6324
Pseudocholelithiasis	6325
Pseudocholinesterase deficiency	6326
Pseudocyst	6327
Pseudodiverticular disease	6328
Pseudohypoparathyroidism	6329
Pseudologia	6330
Pseudolymphoma	6331
Pseudomembranous colitis	6332
Pseudomonal bacteraemia	6333
Pseudomonal sepsis	6334
Pseudomonas infection	6335
Pseudomonas test positive	6336
Pseudomyopia	6337
Pseudomyxoma peritonei	6338
Pseudosarcoma	6339
Pseudoxanthoma elasticum	6340
Psittacosis	6341
Psoas abscess	6342
Psoriasis	6343
Psoriatic arthropathy	6344
Psychiatric symptom	6345
Psychogenic seizure	6346
Psychological trauma	6347
Psychomotor hyperactivity	6348
Psychomotor retardation	6349
Psychomotor skills impaired	6350
Psychopathic personality	6351
Psychosocial support	6352
Psychotherapy	6353
Psychotic disorder	6354
Psychotic disorder due to a general medical condition	6355
Psychotic family member	6356
Psychotic symptom	6357
Pterygium	6358
Pterygium colli	6359
Pulmonary air leakage	6360
Pulmonary alveolar haemorrhage	6361
Pulmonary amyloidosis	6362
Pulmonary arterial hypertension	6363
Pulmonary arterial pressure increased	6364
Pulmonary arteriovenous fistula	6365
Pulmonary artery aneurysm	6366
Pulmonary artery atresia	6367
Pulmonary artery banding	6368
Pulmonary artery dilatation	6369
Pulmonary artery occlusion	6370
Pulmonary artery stenosis	6371
Pulmonary artery stenosis congenital	6372
Pulmonary artery therapeutic procedure	6373
Pulmonary artery thrombosis	6374
Pulmonary calcification	6375
Pulmonary capillary haemangiomatosis	6376
Pulmonary cavitation	6377
Pulmonary congestion	6378
Pulmonary contusion	6379
Pulmonary dysmaturity syndrome	6380
Pulmonary embolism	6381
Pulmonary eosinophilia	6382
Pulmonary fibrosis	6383
Pulmonary fistula	6384
Pulmonary function test abnormal	6385
Pulmonary function test decreased	6386
Pulmonary granuloma	6387
Pulmonary haemorrhage	6388
Pulmonary haemosiderosis	6389
Pulmonary hilum mass	6390
Pulmonary hypertension	6391
Pulmonary hypertensive crisis	6392
Pulmonary hypoplasia	6393
Pulmonary infarction	6394
Pulmonary interstitial emphysema syndrome	6395
Pulmonary malformation	6396
Pulmonary mass	6397
Pulmonary microemboli	6398
Pulmonary mucormycosis	6399
Pulmonary necrosis	6400
Pulmonary nocardiosis	6401
Pulmonary nodular lymphoid hyperplasia	6402
Pulmonary oedema	6403
Pulmonary pain	6404
Pulmonary physical examination abnormal	6405
Pulmonary pneumatocele	6406
Pulmonary radiation injury	6407
Pulmonary resection	6408
Pulmonary sarcoidosis	6409
Pulmonary sequestration	6410
Pulmonary thrombosis	6411
Pulmonary tuberculoma	6412
Pulmonary tuberculosis	6413
Pulmonary tumour thrombotic microangiopathy	6414
Pulmonary valve incompetence	6415
Pulmonary valve replacement	6416
Pulmonary valve stenosis	6417
Pulmonary valve stenosis congenital	6418
Pulmonary vascular disorder	6419
Pulmonary vasculitis	6420
Pulmonary vein occlusion	6421
Pulmonary vein stenosis	6422
Pulmonary veno-occlusive disease	6423
Pulmonary venous thrombosis	6424
Pulpitis dental	6425
Pulse abnormal	6426
Pulse absent	6427
Pulseless electrical activity	6428
Punctal plug insertion	6429
Punctate keratitis	6430
Puncture site haemorrhage	6431
Puncture site infection	6432
Pupils unequal	6433
Purpura	6434
Purpura senile	6435
Purulence	6436
Purulent pericarditis	6437
Pustular psoriasis	6438
Pustule	6439
Pustulotic arthro-osteitis	6440
Putamen haemorrhage	6441
Pyelitis	6442
Pyelocaliectasis	6443
Pyelonephritis	6444
Pyelonephritis acute	6445
Pyelonephritis chronic	6446
Pyloric stenosis	6447
Pyoderma	6448
Pyoderma gangrenosum	6449
Pyogenic granuloma	6450
Pyometra	6451
Pyomyositis	6452
Pyonephrosis	6453
Pyrexia	6454
Pyridinoline urine increased	6455
Pyruvate kinase deficiency anaemia	6456
Pyuria	6457
Q fever	6458
QRS axis abnormal	6459
Quadriparesis	6460
Quadriplegia	6461
Quality of life decreased	6462
Rachiotomy	6463
Radial nerve palsy	6464
Radiation corneal injury	6465
Radiation fibrosis	6466
Radiation fibrosis - lung	6467
Radiation injury	6468
Radiation mucositis	6469
Radiation myelopathy	6470
Radiation necrosis	6471
Radiation oesophagitis	6472
Radiation pericarditis	6473
Radiation pneumonitis	6474
Radiation proctitis	6475
Radiation sickness syndrome	6476
Radiation skin injury	6477
Radical hysterectomy	6478
Radical prostatectomy	6479
Radicular pain	6480
Radiculopathy	6481
Radioactive iodine therapy	6482
Radiologically isolated syndrome	6483
Radiotherapy	6484
Radiotherapy to abdomen	6485
Radiotherapy to adrenal gland	6486
Radiotherapy to bone	6487
Radiotherapy to brain	6488
Radiotherapy to breast	6489
Radiotherapy to gastrointestinal tract	6490
Radiotherapy to head and neck	6491
Radiotherapy to liver	6492
Radiotherapy to lung	6493
Radiotherapy to lymph nodes	6494
Radiotherapy to mediastinum	6495
Radiotherapy to oesophagus	6496
Radiotherapy to pharynx	6497
Radiotherapy to prostate	6498
Radiotherapy to stomach	6499
Radiotherapy to uterus	6500
Radius fracture	6501
Rales	6502
Ranula	6503
Rapid eye movement sleep behaviour disorder	6504
Rapid eye movements sleep abnormal	6505
Rash	6506
Rash erythematous	6507
Rash maculo-papular	6508
Rash neonatal	6509
Rash papular	6510
Rash pruritic	6511
Rash pustular	6512
Rash vesicular	6513
Rasmussen encephalitis	6514
Rathke's cleft cyst	6515
Raynaud's phenomenon	6516
Reaction to food additive	6517
Reactive attachment disorder of infancy or early childhood	6518
Reactive perforating collagenosis	6519
Reactive psychosis	6520
Rebound psychosis	6521
Rectal abscess	6522
Rectal adenocarcinoma	6523
Rectal cancer	6524
Rectal cancer metastatic	6525
Rectal cancer recurrent	6526
Rectal cancer stage II	6527
Rectal cancer stage III	6528
Rectal cancer stage IV	6529
Rectal haemorrhage	6530
Rectal lesion	6531
Rectal neoplasm	6532
Rectal obstruction	6533
Rectal perforation	6534
Rectal polyp	6535
Rectal prolapse	6536
Rectal stenosis	6537
Rectal ulcer	6538
Rectal ulcer haemorrhage	6539
Rectosigmoid cancer	6540
Rectosigmoid cancer metastatic	6541
Rectosigmoid cancer recurrent	6542
Rectosigmoid cancer stage 0	6543
Rectosigmoid cancer stage II	6544
Rectosigmoid cancer stage III	6545
Rectosigmoid cancer stage IV	6546
Rectourethral fistula	6547
Recurrent N-ras mutation-positive colorectal carcinoma	6548
Recurrent cancer	6549
Red blood cell abnormality	6550
Red blood cell count decreased	6551
Red blood cell enzymes abnormal	6552
Red blood cell sedimentation rate increased	6553
Red cell fragmentation syndrome	6554
Reduced facial expression	6555
Reflexes abnormal	6556
Reflux gastritis	6557
Reflux nephropathy	6558
Refraction disorder	6559
Refractoriness to platelet transfusion	6560
Refractory anaemia with an excess of blasts	6561
Refractory anaemia with ringed sideroblasts	6562
Refractory cytopenia with multilineage dysplasia	6563
Refractory cytopenia with unilineage dysplasia	6564
Refusal of treatment by patient	6565
Regional chemotherapy	6566
Regressive behaviour	6567
Rehabilitation therapy	6568
Relapsing-remitting multiple sclerosis	6569
Remnant gastritis	6570
Remnant hyperlipidaemia	6571
Removal of foreign body from oesophagus	6572
Removal of internal fixation	6573
Renal abscess	6574
Renal amyloidosis	6575
Renal and liver transplant	6576
Renal and pancreas transplant	6577
Renal and pancreas transplant rejection	6578
Renal aneurysm	6579
Renal aplasia	6580
Renal arteriosclerosis	6581
Renal artery arteriosclerosis	6582
Renal artery occlusion	6583
Renal artery stenosis	6584
Renal artery stent placement	6585
Renal artery thrombosis	6586
Renal atrophy	6587
Renal cancer	6588
Renal cancer metastatic	6589
Renal cancer recurrent	6590
Renal cancer stage I	6591
Renal cancer stage III	6592
Renal cancer stage IV	6593
Renal cell carcinoma	6594
Renal cell carcinoma recurrent	6595
Renal cell carcinoma stage I	6596
Renal cell carcinoma stage II	6597
Renal cell carcinoma stage III	6598
Renal cell carcinoma stage IV	6599
Renal cyst	6600
Renal cyst haemorrhage	6601
Renal cyst infection	6602
Renal disorder	6603
Renal disorder in pregnancy	6604
Renal dysplasia	6605
Renal embolism	6606
Renal failure	6607
Renal failure neonatal	6608
Renal function test abnormal	6609
Renal function test normal	6610
Renal fusion anomaly	6611
Renal glycosuria	6612
Renal haemangioma	6613
Renal haematoma	6614
Renal haemorrhage	6615
Renal hamartoma	6616
Renal hypertension	6617
Renal hypertrophy	6618
Renal hypoplasia	6619
Renal impairment	6620
Renal infarct	6621
Renal injury	6622
Renal ischaemia	6623
Renal lesion excision	6624
Renal mass	6625
Renal neoplasm	6626
Renal pain	6627
Renal pelvis fistula	6628
Renal replacement therapy	6629
Renal salt-wasting syndrome	6630
Renal scan abnormal	6631
Renal stone removal	6632
Renal surgery	6633
Renal transplant	6634
Renal tuberculosis	6635
Renal tubular acidosis	6636
Renal tubular atrophy	6637
Renal tubular disorder	6638
Renal tubular necrosis	6639
Renal tumour excision	6640
Renal vasculitis	6641
Renal vein compression	6642
Renal vein embolism	6643
Renal vein occlusion	6644
Renal vein thrombosis	6645
Renal vein varices	6646
Renal vessel disorder	6647
Renin increased	6648
Renin-angiotensin system inhibition	6649
Renovascular hypertension	6650
Repair of imperforate rectum	6651
Reproductive tract hypoplasia, male	6652
Respiration abnormal	6653
Respiratory acidosis	6654
Respiratory alkalosis	6655
Respiratory arrest	6656
Respiratory depression	6657
Respiratory disorder	6658
Respiratory disorder neonatal	6659
Respiratory distress	6660
Respiratory dyskinesia	6661
Respiratory failure	6662
Respiratory fatigue	6663
Respiratory moniliasis	6664
Respiratory papilloma	6665
Respiratory paralysis	6666
Respiratory symptom	6667
Respiratory syncytial virus bronchiolitis	6668
Respiratory syncytial virus bronchitis	6669
Respiratory syncytial virus infection	6670
Respiratory syncytial virus test positive	6671
Respiratory therapy	6672
Respiratory tract haemorrhage	6673
Respiratory tract infection	6674
Respiratory tract infection bacterial	6675
Respiratory tract infection fungal	6676
Respiratory tract inflammation	6677
Respiratory tract malformation	6678
Respiratory tract oedema	6679
Resting tremor	6680
Restless legs syndrome	6681
Restlessness	6682
Restrictive allograft syndrome	6683
Restrictive cardiomyopathy	6684
Restrictive pulmonary disease	6685
Resuscitation	6686
Retained deciduous tooth	6687
Retained placenta or membranes	6688
Retching	6689
Reticulocyte count decreased	6690
Reticulocytopenia	6691
Reticulocytosis	6692
Retinal aneurysm	6693
Retinal anomaly congenital	6694
Retinal artery occlusion	6695
Retinal artery thrombosis	6696
Retinal cyst	6697
Retinal degeneration	6698
Retinal depigmentation	6699
Retinal detachment	6700
Retinal disorder	6701
Retinal drusen	6702
Retinal dystrophy	6703
Retinal exudates	6704
Retinal fibrosis	6705
Retinal haemorrhage	6706
Retinal infiltrates	6707
Retinal ischaemia	6708
Retinal laser coagulation	6709
Retinal melanocytoma	6710
Retinal neovascularisation	6711
Retinal oedema	6712
Retinal pigment epithelial tear	6713
Retinal pigment epitheliopathy	6714
Retinal scar	6715
Retinal tear	6716
Retinal vascular disorder	6717
Retinal vascular occlusion	6718
Retinal vascular thrombosis	6719
Retinal vasculitis	6720
Retinal vein occlusion	6721
Retinal vein thrombosis	6722
Retinitis	6723
Retinitis pigmentosa	6724
Retinoblastoma	6725
Retinogram abnormal	6726
Retinopathy	6727
Retinopathy hypertensive	6728
Retinopathy of prematurity	6729
Retinopathy proliferative	6730
Retinopexy	6731
Retinoschisis	6732
Retirement	6733
Retro-peritoneal space operation	6734
Retrognathia	6735
Retrograde ejaculation	6736
Retroperitoneal abscess	6737
Retroperitoneal cancer	6738
Retroperitoneal fibrosis	6739
Retroperitoneal haematoma	6740
Retroperitoneal haemorrhage	6741
Retroperitoneal lymphadenopathy	6742
Retroperitoneal mass	6743
Retroperitoneal neoplasm	6744
Retroperitoneum cyst	6745
Rett syndrome	6746
Reversible cerebral vasoconstriction syndrome	6747
Reversible ischaemic neurological deficit	6748
Reversible splenial lesion syndrome	6749
Reye's syndrome	6750
Rhabdoid tumour	6751
Rhabdoid tumour of the kidney	6752
Rhabdomyolysis	6753
Rhabdomyoma	6754
Rhabdomyosarcoma	6755
Rhabdomyosarcoma recurrent	6756
Rhegmatogenous retinal detachment	6757
Rhesus antibodies positive	6758
Rheumatic disorder	6759
Rheumatic fever	6760
Rheumatic heart disease	6761
Rheumatoid arthritis	6762
Rheumatoid factor increased	6763
Rheumatoid factor positive	6764
Rheumatoid lung	6765
Rheumatoid nodule	6766
Rheumatoid scleritis	6767
Rheumatoid vasculitis	6768
Rhinalgia	6769
Rhinitis	6770
Rhinitis allergic	6771
Rhinitis hypertrophic	6772
Rhinitis perennial	6773
Rhinorrhoea	6774
Rib deformity	6775
Rib excision	6776
Rib fracture	6777
Richter's syndrome	6778
Rickets	6779
Rickettsiosis	6780
Right aortic arch	6781
Right atrial dilatation	6782
Right atrial enlargement	6783
Right ventricular dysfunction	6784
Right ventricular enlargement	6785
Right ventricular failure	6786
Right ventricular false tendon	6787
Right ventricular hypertrophy	6788
Right-to-left cardiac shunt	6789
Riley-Day syndrome	6790
Ring chromosome	6791
Road traffic accident	6792
Root canal infection	6793
Rosacea	6794
Rosai-Dorfman syndrome	6795
Roseolovirus test positive	6796
Ross syndrome	6797
Rotator cuff repair	6798
Rotator cuff syndrome	6799
Rotavirus infection	6800
Round cell liposarcoma	6801
Rubber sensitivity	6802
Rubinstein-Taybi syndrome	6803
Ruptured cerebral aneurysm	6804
SAPHO syndrome	6805
SARS-CoV-2 test positive	6806
SLE arthritis	6807
SUNCT syndrome	6808
Sacroiliitis	6809
Salivary gland adenoma	6810
Salivary gland calculus	6811
Salivary gland cancer	6812
Salivary gland cancer recurrent	6813
Salivary gland cancer stage IV	6814
Salivary gland cyst	6815
Salivary gland mass	6816
Salivary gland neoplasm	6817
Salivary hypersecretion	6818
Salmonella bacteraemia	6819
Salmonella sepsis	6820
Salmonellosis	6821
Salpingitis	6822
Salpingo-oophorectomy	6823
Salpingo-oophorectomy bilateral	6824
Salpingo-oophoritis	6825
Sarcoidosis	6826
Sarcoma	6827
Sarcoma excision	6828
Sarcoma uterus	6829
Sarcomatoid carcinoma	6830
Sarcomatoid carcinoma of the lung	6831
Sarcopenia	6832
Scab	6833
Scan adrenal gland abnormal	6834
Scan myocardial perfusion abnormal	6835
Scan with contrast	6836
Scapula fracture	6837
Scar	6838
Scar excision	6839
Scedosporium infection	6840
Schistosomiasis	6841
Schizencephaly	6842
Schizoaffective disorder	6843
Schizoaffective disorder depressive type	6844
Schizophrenia	6845
Schizophrenic relative	6846
Schizophreniform disorder	6847
Schizotypal personality disorder	6848
School refusal	6849
Schwannoma	6850
Sciatica	6851
Scimitar syndrome	6852
Scintillating scotoma	6853
Scleral discolouration	6854
Scleral disorder	6855
Sclerema	6856
Scleritis	6857
Scleroderma	6858
Scleroderma renal crisis	6859
Sclerotherapy	6860
Scoliosis	6861
Scoliosis surgery	6862
Scopulariopsis infection	6863
Screaming	6864
Scrotal abscess	6865
Scrotal disorder	6866
Scrotal infection	6867
Scrotal mass	6868
Scrotal oedema	6869
Scrotal pain	6870
Scrotal swelling	6871
Scrotal ulcer	6872
Scrub typhus	6873
Seasonal affective disorder	6874
Seasonal allergy	6875
Sebaceous adenoma	6876
Sebaceous carcinoma	6877
Sebaceous naevus	6878
Seborrhoea	6879
Seborrhoeic dermatitis	6880
Seborrhoeic keratosis	6881
Second primary malignancy	6882
Secondary adrenocortical insufficiency	6883
Secondary aldosteronism	6884
Secondary amyloidosis	6885
Secondary cerebellar degeneration	6886
Secondary hypertension	6887
Secondary hyperthyroidism	6888
Secondary hypogonadism	6889
Secondary hypothyroidism	6890
Secondary immunodeficiency	6891
Secondary progressive multiple sclerosis	6892
Secondary syphilis	6893
Secretory adenoma of pituitary	6894
Sedation	6895
Sedative therapy	6896
Segmented hyalinising vasculitis	6897
Seizure	6898
Seizure cluster	6899
Seizure like phenomena	6900
Seizure prophylaxis	6901
Selective IgA immunodeficiency	6902
Selective eating disorder	6903
Self-induced vomiting	6904
Self-injurious ideation	6905
Seminoma	6906
Senile dementia	6907
Senile osteoporosis	6908
Senile pruritus	6909
Senile psychosis	6910
Senile xerosis	6911
Sensitive skin	6912
Sensorimotor disorder	6913
Sensory disturbance	6914
Sensory integrative dysfunction	6915
Sensory loss	6916
Sepsis	6917
Septic arthritis staphylococcal	6918
Septic coagulopathy	6919
Septic embolus	6920
Septic pulmonary embolism	6921
Septic shock	6922
Septo-optic dysplasia	6923
Sequestrectomy	6924
Seronegative arthritis	6925
Serositis	6926
Serotonin syndrome	6927
Serous cystadenocarcinoma ovary	6928
Serous retinal detachment	6929
Serpiginous choroiditis	6930
Serratia infection	6931
Serum amyloid A protein increased	6932
Serum ferritin decreased	6933
Serum ferritin increased	6934
Serum serotonin increased	6935
Serum sickness-like reaction	6936
Severe fever with thrombocytopenia syndrome	6937
Severe invasive streptococcal infection	6938
Severe myoclonic epilepsy of infancy	6939
Sexually transmitted disease carrier	6940
Shock	6941
Shock haemorrhagic	6942
Shock symptom	6943
Shone complex	6944
Short stature	6945
Short-bowel syndrome	6946
Short-chain acyl-coenzyme A dehydrogenase deficiency	6947
Shortened cervix	6948
Shoshin beriberi	6949
Shoulder arthroplasty	6950
Shoulder dystocia	6951
Shoulder operation	6952
Shunt blood flow excessive	6953
Shunt infection	6954
Shunt malfunction	6955
Shunt occlusion	6956
Shunt stenosis	6957
Shunt thrombosis	6958
Shwachman-Diamond syndrome	6959
Sialoadenitis	6960
Sick building syndrome	6961
Sick relative	6962
Sideroblastic anaemia	6963
Sideropenic dysphagia	6964
Sight disability	6965
Sigmoid-shaped ventricular septum	6966
Sigmoidectomy	6967
Signet-ring cell carcinoma	6968
Silent myocardial infarction	6969
Silent thyroiditis	6970
Silicosis	6971
Silver-Russell syndrome	6972
Simple mastectomy	6973
Simple partial seizures	6974
Single functional kidney	6975
Single parent family	6976
Sinoatrial block	6977
Sinobronchitis	6978
Sinonasal papilloma	6979
Sinus arrest	6980
Sinus arrhythmia	6981
Sinus bradycardia	6982
Sinus node dysfunction	6983
Sinus operation	6984
Sinus polyp	6985
Sinus rhythm	6986
Sinus tachycardia	6987
Sinus tarsi syndrome	6988
Sinusitis	6989
Sinusitis aspergillus	6990
Sinusitis fungal	6991
Sjogren's syndrome	6992
Skeletal dysplasia	6993
Skeletal injury	6994
Skin abrasion	6995
Skin angiosarcoma	6996
Skin atrophy	6997
Skin bacterial infection	6998
Skin cancer	6999
Skin candida	7000
Skin depigmentation	7001
Skin discolouration	7002
Skin disorder	7003
Skin erosion	7004
Skin exfoliation	7005
Skin fissures	7006
Skin fragility	7007
Skin graft	7008
Skin hyperpigmentation	7009
Skin hypertrophy	7010
Skin hypopigmentation	7011
Skin infection	7012
Skin injury	7013
Skin laceration	7014
Skin lesion	7015
Skin lesion removal	7016
Skin mass	7017
Skin necrosis	7018
Skin neoplasm excision	7019
Skin odour abnormal	7020
Skin operation	7021
Skin papilloma	7022
Skin plaque	7023
Skin scar contracture	7024
Skin striae	7025
Skin swelling	7026
Skin test	7027
Skin ulcer	7028
Skin wound	7029
Skin wrinkling	7030
Skull fracture	7031
Skull fractured base	7032
Skull malformation	7033
Sleep apnoea syndrome	7034
Sleep attacks	7035
Sleep deficit	7036
Sleep disorder	7037
Sleep disorder therapy	7038
Slow response to stimuli	7039
Small cell carcinoma	7040
Small cell carcinoma of the cervix	7041
Small cell lung cancer	7042
Small cell lung cancer extensive stage	7043
Small cell lung cancer limited stage	7044
Small cell lung cancer metastatic	7045
Small cell lung cancer recurrent	7046
Small fibre neuropathy	7047
Small for dates baby	7048
Small intestinal anastomosis	7049
Small intestinal haemorrhage	7050
Small intestinal obstruction	7051
Small intestinal perforation	7052
Small intestinal resection	7053
Small intestinal stenosis	7054
Small intestinal ulcer haemorrhage	7055
Small intestine adenocarcinoma	7056
Small intestine carcinoma	7057
Small intestine carcinoma metastatic	7058
Small intestine carcinoma stage II	7059
Small intestine carcinoma stage IV	7060
Small intestine gangrene	7061
Small intestine leiomyosarcoma	7062
Small intestine operation	7063
Small intestine polyp	7064
Small intestine transplant	7065
Small intestine ulcer	7066
Smear cervix abnormal	7067
Smoking cessation therapy	7068
Sneezing	7069
Snoring	7070
Social alcohol drinker	7071
Social anxiety disorder	7072
Social avoidant behaviour	7073
Social problem	7074
Soft tissue flap operation	7075
Soft tissue haemorrhage	7076
Soft tissue infection	7077
Soft tissue injury	7078
Soft tissue mass	7079
Soft tissue necrosis	7080
Soft tissue neoplasm	7081
Soft tissue sarcoma	7082
Solid pseudopapillary tumour of the pancreas	7083
Soliloquy	7084
Solitary fibrous tumour	7085
Somatic hallucination	7086
Somatic symptom disorder	7087
Somatostatinoma	7088
Somnambulism	7089
Somnolence	7090
Sotos' syndrome	7091
Spasmodic dysphonia	7092
Specific gravity urine decreased	7093
Speech disorder	7094
Speech disorder developmental	7095
Speech rehabilitation	7096
Speech sound disorder	7097
Sperm analysis abnormal	7098
Spermatic cord obstruction	7099
Spherocytic anaemia	7100
Sphincter of Oddi dysfunction	7101
Spina bifida	7102
Spinal anaesthesia	7103
Spinal column injury	7104
Spinal compression fracture	7105
Spinal cord abscess	7106
Spinal cord compression	7107
Spinal cord disorder	7108
Spinal cord haematoma	7109
Spinal cord infarction	7110
Spinal cord infection	7111
Spinal cord injury	7112
Spinal cord injury cervical	7113
Spinal cord injury thoracic	7114
Spinal cord ischaemia	7115
Spinal cord neoplasm	7116
Spinal cord operation	7117
Spinal cord paralysis	7118
Spinal deformity	7119
Spinal deformity correction	7120
Spinal disorder	7121
Spinal fracture	7122
Spinal fusion surgery	7123
Spinal laminectomy	7124
Spinal ligament ossification	7125
Spinal meningioma malignant	7126
Spinal muscular atrophy	7127
Spinal operation	7128
Spinal osteoarthritis	7129
Spinal pain	7130
Spinal stenosis	7131
Spinal vessel congenital anomaly	7132
Spindle cell sarcoma	7133
Spine malformation	7134
Spinocerebellar disorder	7135
Spleen disorder	7136
Spleen palpable	7137
Splenectomy	7138
Splenic abscess	7139
Splenic artery aneurysm	7140
Splenic cyst	7141
Splenic fibrosis	7142
Splenic haemorrhage	7143
Splenic infarction	7144
Splenic injury	7145
Splenic lesion	7146
Splenic marginal zone lymphoma	7147
Splenic marginal zone lymphoma stage IV	7148
Splenic neoplasm malignancy unspecified	7149
Splenic rupture	7150
Splenic varices	7151
Splenic vein thrombosis	7152
Splenomegaly	7153
Splenorenal shunt	7154
Spondylitic myelopathy	7155
Spondylitis	7156
Spondyloarthropathy	7157
Spondylolisthesis	7158
Spondylolysis	7159
Spontaneous amputation	7160
Sporotrichosis	7161
Sputum abnormal	7162
Sputum culture positive	7163
Sputum discoloured	7164
Sputum increased	7165
Sputum purulent	7166
Sputum retention	7167
Squamous cell breast carcinoma	7168
Squamous cell carcinoma	7169
Squamous cell carcinoma of head and neck	7170
Squamous cell carcinoma of lung	7171
Squamous cell carcinoma of pharynx	7172
Squamous cell carcinoma of skin	7173
Squamous cell carcinoma of the cervix	7174
Squamous cell carcinoma of the hypopharynx	7175
Squamous cell carcinoma of the oral cavity	7176
Squamous cell carcinoma of the tongue	7177
Squamous cell carcinoma of the vagina	7178
Squamous endometrial carcinoma	7179
Stab wound	7180
Stag horn calculus	7181
Staphylococcal abscess	7182
Staphylococcal bacteraemia	7183
Staphylococcal infection	7184
Staphylococcal mediastinitis	7185
Staphylococcal osteomyelitis	7186
Staphylococcal sepsis	7187
Staphylococcal skin infection	7188
Staphylococcus test positive	7189
Staring	7190
Starvation	7191
Stasis dermatitis	7192
Stasis syndrome	7193
Status asthmaticus	7194
Status epilepticus	7195
Steal syndrome	7196
Steatohepatitis	7197
Stem cell transplant	7198
Stenosis	7199
Stenosis of vesicourethral anastomosis	7200
Stenotrophomonas infection	7201
Stent placement	7202
Stent-graft endoleak	7203
Stereotypy	7204
Sterile pyuria	7205
Sternal fracture	7206
Sternal injury	7207
Sternotomy	7208
Steroid dependence	7209
Steroid diabetes	7210
Steroid therapy	7211
Stertor	7212
Stevens-Johnson syndrome	7213
Stewart-Treves syndrome	7214
Stickler's syndrome	7215
Sticky platelet syndrome	7216
Stiff person syndrome	7217
Still's disease	7218
Stitch abscess	7219
Stoma care	7220
Stoma creation	7221
Stoma site inflammation	7222
