AdverseEventPreferredTerm	AdverseEventPreferredTermId
Pulmonary veno-occlusive disease	6615
Pulmonary venous thrombosis	6616
Pulpitis dental	6617
Pulse abnormal	6618
Pulse absent	6619
Pulse pressure decreased	6620
Pulseless electrical activity	6621
Punctate keratitis	6622
Puncture site abscess	6623
Puncture site cellulitis	6624
Puncture site haematoma	6625
Puncture site haemorrhage	6626
Puncture site infection	6627
Pupil fixed	6628
Pupillary disorder	6629
Pupillary reflex impaired	6630
Pupils unequal	6631
Pure white cell aplasia	6632
Purine metabolism disorder	6633
Purple glove syndrome	6634
Purpura	6635
Purpura fulminans	6636
Purtscher retinopathy	6637
Purulence	6638
Purulent discharge	6639
Purulent pericarditis	6640
Purulent synovitis	6641
Pustular psoriasis	6642
Pustule	6643
Pustulotic arthro-osteitis	6644
Putamen haemorrhage	6645
Pyelitis	6646
Pyelocaliectasis	6647
Pyelonephritis	6648
Pyelonephritis acute	6649
Pyelonephritis chronic	6650
Pyelonephritis viral	6651
Pyloric stenosis	6652
Pyoderma	6653
Pyoderma gangrenosum	6654
Pyogenic granuloma	6655
Pyometra	6656
Pyomyositis	6657
Pyonephrosis	6658
Pyopneumothorax	6659
Pyramidal tract syndrome	6660
Pyrexia	6661
Pyromania	6662
Pythium insidiosum infection	6663
Pyuria	6664
Quadriparesis	6665
Quadriplegia	6666
Quality of life decreased	6667
Queyrat erythroplasia	6668
Rabies	6669
Rachiotomy	6670
Radial nerve injury	6671
Radial nerve palsy	6672
Radial pulse abnormal	6673
Radiation associated haemorrhage	6674
Radiation cataract	6675
Radiation injury	6676
Radiation mucositis	6677
Radiation necrosis	6678
Radiation oesophagitis	6679
Radiation pneumonitis	6680
Radiation proctitis	6681
Radiation retinopathy	6682
Radiation skin injury	6683
Radiculopathy	6684
Radiotherapy	6685
Radius fracture	6686
Rales	6687
Rapid correction of hyponatraemia	6688
Rapid eye movement sleep behaviour disorder	6689
Rapid eye movements sleep abnormal	6690
Rapidly progressive osteoarthritis	6691
Rash	6692
Rash erythematous	6693
Rash follicular	6694
Rash maculo-papular	6695
Rash morbilliform	6696
Rash papular	6697
Rash pruritic	6698
Rash pustular	6699
Rash scarlatiniform	6700
Rash vesicular	6701
Rasmussen encephalitis	6702
Rathke's cleft cyst	6703
Raynaud's phenomenon	6704
Reaction to excipient	6705
Reactive perforating collagenosis	6706
Rebound effect	6707
Rebound psychosis	6708
Recall phenomenon	6709
Recalled product administered	6710
Rectal abscess	6711
Rectal adenocarcinoma	6712
Rectal adenoma	6713
Rectal cancer	6714
Rectal cancer metastatic	6715
Rectal cancer recurrent	6716
Rectal cancer stage 0	6717
Rectal cancer stage I	6718
Rectal cancer stage II	6719
Rectal cancer stage III	6720
Rectal discharge	6721
Rectal fissure	6722
Rectal haemorrhage	6723
Rectal injury	6724
Rectal lesion	6725
Rectal neoplasm	6726
Rectal obstruction	6727
Rectal perforation	6728
Rectal polyp	6729
Rectal polypectomy	6730
Rectal prolapse	6731
Rectal stenosis	6732
Rectal tenesmus	6733
Rectal ulcer	6734
Rectal ulcer haemorrhage	6735
Rectosigmoid cancer	6736
Rectosigmoid cancer metastatic	6737
Rectosigmoid cancer stage II	6738
Rectourethral fistula	6739
Recurrence of neuromuscular blockade	6740
Recurrent cancer	6741
Red blood cell abnormality	6742
Red blood cell count abnormal	6743
Red blood cell count decreased	6744
Red blood cell count increased	6745
Red blood cell morphology abnormal	6746
Red blood cell schistocytes present	6747
Red blood cell sedimentation rate increased	6748
Red blood cells urine positive	6749
Red cell distribution width increased	6750
Red cell fragmentation syndrome	6751
Red man syndrome	6752
Reduced bladder capacity	6753
Reduced facial expression	6754
Reexpansion pulmonary oedema	6755
Refeeding syndrome	6756
Reflexes abnormal	6757
Refractory anaemia with an excess of blasts	6758
Refractory cancer	6759
Refractory cytopenia with multilineage dysplasia	6760
Refractory cytopenia with unilineage dysplasia	6761
Refusal of treatment by patient	6762
Regressive behaviour	6763
Rehabilitation therapy	6764
Relapsing-remitting multiple sclerosis	6765
Remission not achieved	6766
Removal of foreign body	6767
Removal of foreign body from conjunctiva	6768
Removal of foreign body from eye	6769
Removal of foreign body from rectum	6770
Removal of internal fixation	6771
Removal of renal transplant	6772
Renal abscess	6773
Renal adenoma	6774
Renal amyloidosis	6775
Renal aneurysm	6776
Renal aplasia	6777
Renal arteriosclerosis	6778
Renal arteriovenous malformation	6779
Renal arteritis	6780
Renal artery arteriosclerosis	6781
Renal artery dissection	6782
Renal artery occlusion	6783
Renal artery stenosis	6784
Renal artery thrombosis	6785
Renal atrophy	6786
Renal cancer	6787
Renal cancer metastatic	6788
Renal cancer recurrent	6789
Renal cancer stage I	6790
Renal cancer stage IV	6791
Renal cell carcinoma	6792
Renal cell carcinoma recurrent	6793
Renal cell carcinoma stage I	6794
Renal cell carcinoma stage III	6795
Renal cell carcinoma stage IV	6796
Renal cortical necrosis	6797
Renal cyst	6798
Renal cyst haemorrhage	6799
Renal cyst infection	6800
Renal cyst ruptured	6801
Renal disorder	6802
Renal disorder in pregnancy	6803
Renal dysplasia	6804
Renal embolism	6805
Renal failure	6806
Renal failure neonatal	6807
Renal function test abnormal	6808
Renal glycosuria	6809
Renal graft infection	6810
Renal haematoma	6811
Renal haemorrhage	6812
Renal hamartoma	6813
Renal hypertension	6814
Renal hypertrophy	6815
Renal hypoplasia	6816
Renal impairment	6817
Renal impairment neonatal	6818
Renal infarct	6819
Renal injury	6820
Renal ischaemia	6821
Renal mass	6822
Renal necrosis	6823
Renal neoplasm	6824
Renal pain	6825
Renal papillary necrosis	6826
Renal salt-wasting syndrome	6827
Renal surgery	6828
Renal transplant	6829
Renal transplant failure	6830
Renal tuberculosis	6831
Renal tubular acidosis	6832
Renal tubular atrophy	6833
Renal tubular disorder	6834
Renal tubular dysfunction	6835
Renal tubular injury	6836
Renal tubular necrosis	6837
Renal vascular thrombosis	6838
Renal vasculitis	6839
Renal vein embolism	6840
Renal vein thrombosis	6841
Renal vessel disorder	6842
Renin decreased	6843
Renin increased	6844
Renovascular hypertension	6845
Reperfusion injury	6846
Reproductive toxicity	6847
Reproductive tract disorder	6848
Residual urine volume increased	6849
Resorption bone increased	6850
Respiration abnormal	6851
Respiratory acidosis	6852
Respiratory alkalosis	6853
Respiratory arrest	6854
Respiratory depression	6855
Respiratory disorder	6856
Respiratory disorder neonatal	6857
Respiratory distress	6858
Respiratory dyskinesia	6859
Respiratory failure	6860
Respiratory fume inhalation disorder	6861
Respiratory gas exchange disorder	6862
Respiratory moniliasis	6863
Respiratory muscle weakness	6864
Respiratory paralysis	6865
Respiratory rate decreased	6866
Respiratory rate increased	6867
Respiratory symptom	6868
Respiratory syncytial virus bronchiolitis	6869
Respiratory syncytial virus bronchitis	6870
Respiratory syncytial virus infection	6871
Respiratory tract congestion	6872
Respiratory tract haemorrhage	6873
Respiratory tract infection	6874
Respiratory tract infection bacterial	6875
Respiratory tract infection fungal	6876
Respiratory tract infection viral	6877
Respiratory tract irritation	6878
Respiratory tract oedema	6879
Resting tremor	6880
Restless legs syndrome	6881
Restlessness	6882
Restrictive cardiomyopathy	6883
Restrictive pulmonary disease	6884
Resuscitation	6885
Retained placenta or membranes	6886
Retching	6887
Reticulin increased	6888
Reticulocyte count decreased	6889
Reticulocyte count increased	6890
Reticulocyte percentage decreased	6891
Reticulocytopenia	6892
Retinal aneurysm	6893
Retinal aneurysm rupture	6894
Retinal anomaly congenital	6895
Retinal artery embolism	6896
Retinal artery occlusion	6897
Retinal artery stenosis	6898
Retinal artery thrombosis	6899
Retinal coloboma	6900
Retinal cyst	6901
Retinal degeneration	6902
Retinal depigmentation	6903
Retinal deposits	6904
Retinal detachment	6905
Retinal disorder	6906
Retinal drusen	6907
Retinal exudates	6908
Retinal fovea disorder	6909
Retinal function test abnormal	6910
Retinal haemorrhage	6911
Retinal infarction	6912
Retinal infiltrates	6913
Retinal injury	6914
Retinal ischaemia	6915
Retinal neovascularisation	6916
Retinal oedema	6917
Retinal pigment epithelial tear	6918
Retinal pigment epitheliopathy	6919
Retinal pigmentation	6920
Retinal scar	6921
Retinal tear	6922
Retinal thickening	6923
Retinal vascular disorder	6924
Retinal vascular occlusion	6925
Retinal vascular thrombosis	6926
Retinal vasculitis	6927
Retinal vein occlusion	6928
Retinal vein thrombosis	6929
Retinitis	6930
Retinitis viral	6931
Retinoblastoma	6932
Retinogram abnormal	6933
Retinopathy	6934
Retinopathy congenital	6935
Retinopathy hypertensive	6936
Retinopathy of prematurity	6937
Retinopathy proliferative	6938
Retinoschisis	6939
Retracted nipple	6940
Retrograde amnesia	6941
Retrograde ejaculation	6942
Retroperitoneal abscess	6943
Retroperitoneal cancer	6944
Retroperitoneal fibrosis	6945
Retroperitoneal haematoma	6946
Retroperitoneal haemorrhage	6947
Retroperitoneal infection	6948
Retroperitoneal mass	6949
Retroperitoneal neoplasm	6950
Retroperitoneal neoplasm metastatic	6951
Retroplacental haematoma	6952
Retroviral rebound syndrome	6953
Reversible airways obstruction	6954
Reversible cerebral vasoconstriction syndrome	6955
Reversible splenial lesion syndrome	6956
Reye's syndrome	6957
Rhabdoid tumour of the kidney	6958
Rhabdomyolysis	6959
Rhabdomyosarcoma	6960
Rhabdomyosarcoma recurrent	6961
Rhegmatogenous retinal detachment	6962
Rheumatic disorder	6963
Rheumatoid arthritis	6964
Rheumatoid factor increased	6965
Rheumatoid factor positive	6966
Rheumatoid factor quantitative increased	6967
Rheumatoid lung	6968
Rheumatoid neutrophilic dermatosis	6969
Rheumatoid nodule	6970
Rheumatoid vasculitis	6971
Rhinalgia	6972
Rhinitis	6973
Rhinitis allergic	6974
Rhinitis hypertrophic	6975
Rhinitis perennial	6976
Rhinocerebral mucormycosis	6977
Rhinorrhoea	6978
Rhodococcus infection	6979
Rhythm idioventricular	6980
Rib deformity	6981
Rib fracture	6982
Rib hypoplasia	6983
Richter's syndrome	6984
Rickets	6985
Rickettsiosis	6986
Right atrial enlargement	6987
Right ventricle outflow tract obstruction	6988
Right ventricular dysfunction	6989
Right ventricular enlargement	6990
Right ventricular failure	6991
Right ventricular hypertension	6992
Right ventricular hypertrophy	6993
Right ventricular systolic pressure increased	6994
Right-to-left cardiac shunt	6995
Road traffic accident	6996
Rosai-Dorfman syndrome	6997
Roseolovirus test positive	6998
Rotator cuff repair	6999
Rotator cuff syndrome	7000
Rotavirus infection	7001
Rubella	7002
Rubivirus test positive	7003
Ruptured cerebral aneurysm	7004
Ruptured ectopic pregnancy	7005
SAPHO syndrome	7006
SARS-CoV-2 antibody test negative	7007
SARS-CoV-2 test positive	7008
SUNCT syndrome	7009
Sacroiliitis	7010
Saliva altered	7011
Saliva discolouration	7012
Salivary gland adenoma	7013
Salivary gland calculus	7014
Salivary gland cancer	7015
Salivary gland disorder	7016
Salivary gland enlargement	7017
Salivary gland neoplasm	7018
Salivary gland operation	7019
Salivary gland pain	7020
Salivary hypersecretion	7021
Salmonella bacteraemia	7022
Salmonella sepsis	7023
Salmonellosis	7024
Salpingitis	7025
Salpingo-oophoritis	7026
Sarcoidosis	7027
Sarcoma	7028
Sarcoma metastatic	7029
Sarcoma of skin	7030
Sarcoma uterus	7031
Sarcomatoid carcinoma of the lung	7032
Sarcopenia	7033
Scab	7034
Scapula fracture	7035
Scar	7036
Scatolia	7037
Scedosporium infection	7038
Schistosomiasis	7039
Schizencephaly	7040
Schizoaffective disorder	7041
Schizophrenia	7042
Schizophreniform disorder	7043
Schizotypal personality disorder	7044
School refusal	7045
Schwannoma	7046
Sciatic nerve injury	7047
Sciatic nerve neuropathy	7048
Sciatic nerve palsy	7049
Sciatica	7050
Scintillating scotoma	7051
Scleral degeneration	7052
Scleral disorder	7053
Scleral haemorrhage	7054
Scleral oedema	7055
Scleral thinning	7056
Sclerema	7057
Scleritis	7058
Scleroderma	7059
Scleroderma associated digital ulcer	7060
Scleroderma renal crisis	7061
Scleroderma-like reaction	7062
Scleroedema	7063
Scleromalacia	7064
Scoliosis	7065
Scopulariopsis infection	7066
Scratch	7067
Screaming	7068
Scrotal abscess	7069
Scrotal disorder	7070
Scrotal erythema	7071
Scrotal haematocoele	7072
Scrotal haematoma	7073
Scrotal haemorrhage	7074
Scrotal infection	7075
Scrotal inflammation	7076
Scrotal mass	7077
Scrotal oedema	7078
Scrotal pain	7079
Scrotal swelling	7080
Scrotal ulcer	7081
Scrotum erosion	7082
Scrub typhus	7083
Seasonal allergy	7084
Sebaceous carcinoma	7085
Sebaceous hyperplasia	7086
Sebaceous naevus	7087
Seborrhoea	7088
Seborrhoeic dermatitis	7089
Seborrhoeic keratosis	7090
Second primary malignancy	7091
Secondary adrenocortical insufficiency	7092
Secondary aldosteronism	7093
Secondary amyloidosis	7094
Secondary hypertension	7095
Secondary hyperthyroidism	7096
Secondary hypogonadism	7097
Secondary hypothyroidism	7098
Secondary immunodeficiency	7099
Secondary progressive multiple sclerosis	7100
Secondary sexual characteristics absence	7101
Secondary syphilis	7102
Secretory adenoma of pituitary	7103
Sedation	7104
Sedation complication	7105
Seizure	7106
Seizure cluster	7107
Seizure like phenomena	7108
Selective IgA immunodeficiency	7109
Selective IgG subclass deficiency	7110
Selective eating disorder	7111
Selective mutism	7112
Self esteem decreased	7113
Self esteem inflated	7114
Self-injurious ideation	7115
Semen discolouration	7116
Semen viscosity decreased	7117
Semen volume decreased	7118
Seminal vesicle abscess	7119
Seminoma	7120
Senile dementia	7121
Sensation of foreign body	7122
Sense of oppression	7123
Sensitisation	7124
Sensitivity to weather change	7125
Sensorimotor disorder	7126
Sensory disturbance	7127
Sensory ganglionitis	7128
Sensory level abnormal	7129
Sensory loss	7130
Sepsis	7131
Sepsis neonatal	7132
Sepsis syndrome	7133
Septic arthritis staphylococcal	7134
Septic arthritis streptococcal	7135
Septic embolus	7136
Septic pulmonary embolism	7137
Septic rash	7138
Septic shock	7139
Sequestrectomy	7140
Seroma	7141
Seronegative arthritis	7142
Serositis	7143
Serotonin syndrome	7144
Serous retinal detachment	7145
Serous retinopathy	7146
Serpiginous choroiditis	7147
Serratia bacteraemia	7148
Serratia infection	7149
Serratia sepsis	7150
Serratia test positive	7151
Serum amyloid A protein increased	7152
Serum ferritin decreased	7153
Serum ferritin increased	7154
Serum procollagen type I N-terminal propeptide increased	7155
Serum sickness	7156
Serum sickness-like reaction	7157
Severe invasive streptococcal infection	7158
Severe myoclonic epilepsy of infancy	7159
Sexual abuse	7160
Sexual activity increased	7161
Sexual dysfunction	7162
Sexually inappropriate behaviour	7163
Shared psychotic disorder	7164
Shewanella algae bacteraemia	7165
Shift to the left	7166
Shock	7167
Shock haemorrhagic	7168
Shock hypoglycaemic	7169
Shock symptom	7170
Shoplifting	7171
Short stature	7172
Short-bowel syndrome	7173
Shortened cervix	7174
Shoshin beriberi	7175
Shoulder dystocia	7176
Shunt aneurysm	7177
Shunt infection	7178
Shunt malfunction	7179
Shunt occlusion	7180
Shunt stenosis	7181
Shunt thrombosis	7182
Sialoadenitis	7183
Sideroblastic anaemia	7184
Sigmoidectomy	7185
Signet-ring cell carcinoma	7186
Silent myocardial infarction	7187
Silent thyroiditis	7188
Silicosis	7189
Simple partial seizures	7190
Single functional kidney	7191
Single umbilical artery	7192
Sinoatrial block	7193
Sinus arrest	7194
Sinus arrhythmia	7195
Sinus bradycardia	7196
Sinus disorder	7197
Sinus node dysfunction	7198
Sinus operation	7199
Sinus rhythm	7200
Sinus tachycardia	7201
Sinusitis	7202
Sinusitis aspergillus	7203
Sinusitis fungal	7204
Sjogren's syndrome	7205
Skeletal injury	7206
Skin abrasion	7207
Skin angiosarcoma	7208
Skin atrophy	7209
Skin bacterial infection	7210
Skin burning sensation	7211
Skin cancer	7212
Skin cancer metastatic	7213
Skin candida	7214
Skin degenerative disorder	7215
Skin depigmentation	7216
Skin discolouration	7217
Skin discomfort	7218
Skin disorder	7219
Skin erosion	7220
Skin exfoliation	7221
Skin fissures	7222
Skin flap necrosis	7223
Skin fragility	7224
Skin graft	7225
Skin haemorrhage	7226
Skin hyperpigmentation	7227
Skin hypertrophy	7228
Skin induration	7229
Skin infection	7230
Skin injury	7231
Skin irritation	7232
Skin laceration	7233
Skin lesion	7234
Skin mass	7235
Skin necrosis	7236
Skin neoplasm bleeding	7237
Skin neoplasm excision	7238
Skin odour abnormal	7239
Skin oedema	7240
Skin papilloma	7241
Skin reaction	7242
Skin squamous cell carcinoma recurrent	7243
Skin swelling	7244
Skin test positive	7245
Skin tightness	7246
Skin toxicity	7247
Skin ulcer	7248
Skin ulcer excision	7249
Skin ulcer haemorrhage	7250
Skin warm	7251
Skin wound	7252
Skin wrinkling	7253
Skull fracture	7254
Skull fractured base	7255
Skull malformation	7256
Sleep apnoea syndrome	7257
Sleep attacks	7258
Sleep deficit	7259
Sleep disorder	7260
Sleep disorder due to a general medical condition	7261
Sleep paralysis	7262
Sleep talking	7263
Sleep terror	7264
Sleep-related eating disorder	7265
Slow response to stimuli	7266
Slow speech	7267
Sluggishness	7268
Small cell carcinoma	7269
Small cell carcinoma of the cervix	7270
Small cell lung cancer	7271
Small cell lung cancer limited stage	7272
Small cell lung cancer metastatic	7273
Small cell lung cancer recurrent	7274
Small for dates baby	7275
Small intestinal haemorrhage	7276
Small intestinal obstruction	7277
Small intestinal perforation	7278
Small intestinal resection	7279
Small intestinal stenosis	7280
Small intestinal ulcer haemorrhage	7281
Small intestinal ulcer perforation	7282
Small intestine carcinoma	7283
Small intestine carcinoma metastatic	7284
Small intestine operation	7285
Small intestine polyp	7286
Small intestine ulcer	7287
Small size placenta	7288
Smear site unspecified abnormal	7289
Smooth muscle cell neoplasm	7290
Sneezing	7291
Snoring	7292
Social anxiety disorder	7293
Social avoidant behaviour	7294
Social problem	7295
Soft tissue disorder	7296
Soft tissue foreign body	7297
Soft tissue haemorrhage	7298
Soft tissue infection	7299
Soft tissue mass	7300
Soft tissue necrosis	7301
Soft tissue neoplasm	7302
Soft tissue sarcoma	7303
Solar dermatitis	7304
Solar lentigo	7305
Solid pseudopapillary tumour of the pancreas	7306
Soliloquy	7307
Somatic hallucination	7308
Somatic symptom disorder	7309
Somatosensory evoked potentials abnormal	7310
Somnambulism	7311
Somnolence	7312
Somnolence neonatal	7313
Specific gravity urine decreased	7314
Speech disorder	7315
Speech disorder developmental	7316
Sperm concentration decreased	7317
Spermatic cord stenosis	7318
Spermatozoa abnormal	7319
Spermatozoa progressive motility decreased	7320
Spherocytic anaemia	7321
Sphincter of Oddi dysfunction	7322
Spina bifida	7323
Spina bifida occulta	7324
Spinal anaesthesia	7325
Spinal artery thrombosis	7326
Spinal column injury	7327
Spinal compression fracture	7328
Spinal cord abscess	7329
Spinal cord compression	7330
Spinal cord disorder	7331
Spinal cord haematoma	7332
Spinal cord haemorrhage	7333
Spinal cord infarction	7334
Spinal cord infection	7335
Spinal cord injury	7336
Spinal cord injury cervical	7337
Spinal cord injury thoracic	7338
Spinal cord ischaemia	7339
Spinal cord lipoma	7340
Spinal cord neoplasm	7341
Spinal cord oedema	7342
Spinal cord paralysis	7343
Spinal deformity	7344
Spinal disorder	7345
Spinal epidural haematoma	7346
Spinal epidural haemorrhage	7347
Spinal fracture	7348
Spinal fusion surgery	7349
Spinal instability	7350
Spinal laminectomy	7351
Spinal ligament ossification	7352
Spinal operation	7353
Spinal osteoarthritis	7354
Spinal pain	7355
Spinal stenosis	7356
Spinal subarachnoid haemorrhage	7357
Spinal subdural haematoma	7358
Spinal subdural haemorrhage	7359
Spinal synovial cyst	7360
Spindle cell sarcoma	7361
Spine malformation	7362
Spinocerebellar disorder	7363
Spirochaetal infection	7364
Spleen congestion	7365
Spleen disorder	7366
Spleen malformation	7367
Spleen tuberculosis	7368
Splenectomy	7369
Splenic abscess	7370
Splenic artery aneurysm	7371
Splenic calcification	7372
Splenic cyst	7373
Splenic embolism	7374
Splenic haematoma	7375
Splenic haemorrhage	7376
Splenic infarction	7377
Splenic infection fungal	7378
Splenic injury	7379
Splenic lesion	7380
Splenic necrosis	7381
Splenic rupture	7382
Splenic vein thrombosis	7383
Splenomegaly	7384
Splenorenal shunt	7385
Splenosis	7386
Splinter haemorrhages	7387
Spondylitic myelopathy	7388
Spondylitis	7389
Spondylolisthesis	7390
Spondylolysis	7391
Spontaneous haematoma	7392
Spontaneous haemorrhage	7393
Spontaneous hyphaema	7394
Sporotrichosis	7395
Sprue-like enteropathy	7396
Sputum abnormal	7397
Sputum discoloured	7398
Sputum increased	7399
Sputum purulent	7400
Sputum retention	7401
Squamous cell breast carcinoma	7402
Squamous cell carcinoma	7403
Squamous cell carcinoma of lung	7404
Squamous cell carcinoma of skin	7405
Squamous cell carcinoma of the cervix	7406
Squamous cell carcinoma of the hypopharynx	7407
Squamous cell carcinoma of the oral cavity	7408
Squamous cell carcinoma of the tongue	7409
Squamous cell carcinoma of the vagina	7410
Squamous cell carcinoma of the vulva	7411
Squamous endometrial carcinoma	7412
Staphylococcal abscess	7413
Staphylococcal bacteraemia	7414
Staphylococcal impetigo	7415
Staphylococcal infection	7416
Staphylococcal mediastinitis	7417
Staphylococcal osteomyelitis	7418
Staphylococcal parotitis	7419
Staphylococcal pharyngitis	7420
Staphylococcal scalded skin syndrome	7421
Staphylococcal sepsis	7422
Staphylococcal skin infection	7423
Staphylococcus test positive	7424
Staphyloma	7425
Staring	7426
Starvation	7427
Stasis dermatitis	7428
Status asthmaticus	7429
Status epilepticus	7430
Status migrainosus	7431
Steal syndrome	7432
Steatohepatitis	7433
Steatorrhoea	7434
Stem cell transplant	7435
Stenosis	7436
Stenotrophomonas infection	7437
Stenotrophomonas sepsis	7438
Stenotrophomonas test positive	7439
Stent malfunction	7440
Stent placement	7441
Stent-graft endoleak	7442
Stereotypy	7443
Sternal fracture	7444
Sternal injury	7445
Steroid diabetes	7446
Steroid withdrawal syndrome	7447
Stertor	7448
Stevens-Johnson syndrome	7449
Stiff person syndrome	7450
Still's disease	7451
Stillbirth	7452
Stitch abscess	7453
Stoma complication	7454
Stoma creation	7455
Stoma site abscess	7456
Stoma site discharge	7457
Stoma site erythema	7458
Stoma site extravasation	7459
Stoma site haemorrhage	7460
Stoma site hypergranulation	7461
Stoma site infection	7462
Stoma site inflammation	7463
Stoma site pain	7464
Stoma site reaction	7465
Stoma site ulcer	7466
Stomach mass	7467
Stomal hernia	7468
Stomal varices	7469
Stomatitis	7470
Stomatitis haemorrhagic	7471
Stomatitis necrotising	7472
Strabismus	7473
Strawberry tongue	7474
Streptococcal abscess	7475
Streptococcal bacteraemia	7476
Streptococcal infection	7477
Streptococcal sepsis	7478
Streptococcus test positive	7479
Stress	7480
Stress cardiomyopathy	7481
Stress fracture	7482
Stress ulcer	7483
Stridor	7484
Stroke in evolution	7485
Stroke volume increased	7486
Stroke-like migraine attacks after radiation therapy	7487
Strongyloidiasis	7488
Stupor	7489
Sturge-Weber syndrome	7490
Subacute combined cord degeneration	7491
Subacute cutaneous lupus erythematosus	7492
Subacute hepatic failure	7493
Subacute sclerosing panencephalitis	7494
Subarachnoid haematoma	7495
Subarachnoid haemorrhage	7496
Subarachnoid haemorrhage neonatal	7497
Subcapsular hepatic haematoma	7498
Subcapsular renal haematoma	7499
Subchorionic haematoma	7500
Subchorionic haemorrhage	7501
Subclavian artery embolism	7502
Subclavian artery occlusion	7503
Subclavian artery stenosis	7504
Subclavian artery thrombosis	7505
Subclavian vein stenosis	7506
Subclavian vein thrombosis	7507
Subcorneal pustular dermatosis	7508
Subcutaneous abscess	7509
Subcutaneous emphysema	7510
Subcutaneous haematoma	7511
Subdiaphragmatic abscess	7512
Subdural abscess	7513
Subdural effusion	7514
Subdural haematoma	7515
Subdural haemorrhage	7516
Subdural haemorrhage neonatal	7517
Subdural hygroma	7518
Subgaleal haematoma	7519
Subileus	7520
Submaxillary gland enlargement	7521
Subretinal fibrosis	7522
Subretinal fluid	7523
Subretinal haematoma	7524
Substance use disorder	7525
Substance-induced mood disorder	7526
Substance-induced psychotic disorder	7527
Sudden cardiac death	7528
Sudden death	7529
Sudden hearing loss	7530
Sudden infant death syndrome	7531
Sudden onset of sleep	7532
Sudden unexplained death in epilepsy	7533
Sudden visual loss	7534
Suffocation feeling	7535
Suicidal behaviour	7536
Suicidal ideation	7537
Suicide attempt	7538
Sulphaemoglobinaemia	7539
Superficial injury of eye	7540
Superficial siderosis of central nervous system	7541
Superficial vein prominence	7542
Superinfection	7543
Superinfection fungal	7544
Superior mesenteric artery syndrome	7545
Superior sagittal sinus thrombosis	7546
Superior vena cava syndrome	7547
Supernumerary teeth	7548
Suppressed lactation	7549
Supraventricular extrasystoles	7550
Supraventricular tachycardia	7551
Surfactant protein increased	7552
Surgery	7553
Surgical vascular shunt	7554
Suspected COVID-19	7555
Suspected counterfeit product	7556
Suspected suicide	7557
Suspected suicide attempt	7558
Suspected transmission of an infectious agent via product	7559
Suture related complication	7560
Suture rupture	7561
Sweat discolouration	7562
Sweat gland disorder	7563
Sweat gland tumour	7564
Swelling	7565
Swelling face	7566
Swelling of eyelid	7567
Swollen tongue	7568
Sycosis barbae	7569
Sympathetic nerve injury	7570
Sympathetic ophthalmia	7571
Sympathicotonia	7572
Sympathomimetic effect	7573
Symptom masked	7574
Symptom recurrence	7575
Syncope	7576
Syndactyly	7577
Synostosis	7578
Synovectomy	7579
Synovial cyst	7580
Synovial disorder	7581
Synovial rupture	7582
Synovial sarcoma	7583
Synovial sarcoma metastatic	7584
Synovitis	7585
Syphilis	7586
Syringe issue	7587
Syringomyelia	7588
Systemic bacterial infection	7589
Systemic candida	7590
Systemic infection	7591
Systemic inflammatory response syndrome	7592
Systemic leakage	7593
Systemic lupus erythematosus	7594
Systemic lupus erythematosus disease activity index increased	7595
Systemic lupus erythematosus rash	7596
Systemic mastocytosis	7597
Systemic mycosis	7598
Systemic scleroderma	7599
Systemic toxicity	7600
Systemic-pulmonary artery shunt	7601
Systolic anterior motion of mitral valve	7602
Systolic dysfunction	7603
Systolic hypertension	7604
T-cell lymphoma	7605
T-cell lymphoma recurrent	7606
T-cell lymphoma stage IV	7607
T-cell prolymphocytic leukaemia	7608
T-cell type acute leukaemia	7609
T-lymphocyte count decreased	7610
Tachyarrhythmia	7611
Tachycardia	7612
Tachycardia foetal	7613
Tachycardia induced cardiomyopathy	7614
Tachycardia paroxysmal	7615
Tachyphylaxis	7616
Tachypnoea	7617
Takayasu's arteritis	7618
Talipes	7619
Tardive dyskinesia	7620
Tartrate-resistant acid phosphatase increased	7621
Taste disorder	7622
Tearfulness	7623
Teeth brittle	7624
Telangiectasia	7625
Temporal lobe epilepsy	7626
Temporomandibular joint syndrome	7627
Tenderness	7628
Tendon calcification	7629
Tendon disorder	7630
Tendon injury	7631
Tendon pain	7632
Tendon rupture	7633
Tendon sheath disorder	7634
Tendonitis	7635
Tenoplasty	7636
Tenosynovitis	7637
Tenosynovitis stenosans	7638
Tension	7639
Tension headache	7640
Teratogenicity	7641
Teratoma	7642
Teratoma benign	7643
Terminal ileitis	7644
Terminal insomnia	7645
Terminal state	7646
Tertiary syphilis	7647
Testicular abscess	7648
Testicular atrophy	7649
Testicular disorder	7650
Testicular dysplasia	7651
Testicular haemorrhage	7652
Testicular malignant teratoma	7653
Testicular necrosis	7654
Testicular neoplasm	7655
Testicular oedema	7656
Testicular pain	7657
Testicular swelling	7658
Testicular torsion	7659
Testis cancer	7660
Tetanus	7661
Tetany	7662
Thalamic infarction	7663
Thalamus haemorrhage	7664
Theft	7665
Therapeutic embolisation	7666
Therapeutic product effect decreased	7667
Therapeutic product effect delayed	7668
Therapeutic product effect incomplete	7669
Therapeutic product effect increased	7670
Therapeutic product effect prolonged	7671
Therapeutic product ineffective for unapproved indication	7672
Therapeutic response changed	7673
Therapeutic response decreased	7674
Therapeutic response delayed	7675
Therapeutic response increased	7676
